   3.00000E-02   9.73667E+04   4.00029E-16   3.03848E+02   9.90774E+00  -5.64962E+05   5.26618E-22
   9.00000E-02   1.02133E+05   4.08739E-16   2.97742E+02   3.26154E+00   2.92087E+05   5.49119E-22
   1.50000E-01   1.00333E+05   4.01998E-16   2.97592E+02   4.83943E+00  -4.16054E+05   5.40335E-22
   2.10000E-01   1.00083E+05   4.00657E-16   2.98789E+02   1.04754E+00  -4.23333E+04   5.36376E-22
   2.70000E-01   9.96500E+04   4.03742E-16   3.02089E+02   6.46259E+00   1.34907E+05   5.34599E-22
   3.30000E-01   1.02100E+05   4.10973E-16   2.99702E+02   2.20607E+00   2.71864E+05   5.48509E-22
   3.90000E-01   9.99333E+04   4.03426E-16   3.00911E+02   1.03079E+01  -6.36222E+05   5.36274E-22
   4.50000E-01   9.92833E+04   3.92660E-16   2.94946E+02   4.84281E+00   2.44407E+05   5.32517E-22
   5.10000E-01   9.98000E+04   4.07156E-16   3.03058E+02   4.03786E+00  -1.93615E+05   5.37397E-22
   5.70000E-01   9.94833E+04   4.06036E-16   3.02974E+02   1.71411E+00  -4.44623E+04   5.36068E-22
   6.30000E-01   9.93500E+04   4.04660E-16   3.01813E+02   6.18450E+00   1.61678E+04   5.36306E-22
   6.90000E-01   9.89667E+04   4.01801E-16   3.01896E+02   3.02968E+00  -1.66734E+05   5.32369E-22
   7.50000E-01   1.02883E+05   4.18384E-16   3.01893E+02   5.54007E+00   9.63237E+04   5.54348E-22
   8.10000E-01   1.00433E+05   4.06303E-16   3.00176E+02   2.34797E+00  -9.37033E+04   5.41419E-22
   8.70000E-01   9.91500E+04   3.99056E-16   2.99918E+02   3.49548E+00   2.67385E+03   5.32220E-22
   9.30000E-01   1.00817E+05   4.05740E-16   2.99564E+02   6.60959E+00   7.06424E+05   5.41774E-22
   9.90000E-01   9.73500E+04   3.86329E-16   2.95109E+02   8.98365E+00   3.96440E+05   5.23643E-22
