   3.00000E-02   9.94000E+04   4.00633E-16   2.99068E+02   7.65386E+00   1.08629E+05   5.35842E-22
   9.00000E-02   9.91500E+04   3.89919E-16   2.92681E+02   5.92825E+00  -5.53811E+05   5.32893E-22
   1.50000E-01   9.94667E+04   4.04362E-16   3.01986E+02   4.20071E+00  -2.76121E+05   5.35604E-22
   2.10000E-01   1.01033E+05   4.08697E-16   3.02140E+02   4.10308E+00  -4.21630E+05   5.41070E-22
   2.70000E-01   9.68167E+04   4.09195E-16   3.13133E+02   6.23741E+00  -1.69162E+05   5.22710E-22
   3.30000E-01   1.00300E+05   4.03669E-16   2.99515E+02   6.47328E+00   7.37621E+05   5.39096E-22
   3.90000E-01   9.92000E+04   4.01959E-16   3.01196E+02   7.52869E+00  -6.28751E+05   5.33817E-22
   4.50000E-01   9.99833E+04   3.91114E-16   2.93025E+02   1.00493E+01   6.18103E+05   5.33899E-22
   5.10000E-01   1.01867E+05   4.21901E-16   3.07984E+02   5.75256E+00  -5.48032E+05   5.47953E-22
   5.70000E-01   9.95000E+04   3.99583E-16   2.98555E+02   6.56589E+00  -4.62430E+05   5.35356E-22
   6.30000E-01   1.01783E+05   4.09690E-16   2.97981E+02   6.15493E+00   5.55154E+05   5.49955E-22
   6.90000E-01   1.01267E+05   4.03868E-16   2.96170E+02   5.05943E+00  -2.72852E+05   5.45456E-22
   7.50000E-01   1.01850E+05   4.18789E-16   3.06280E+02   3.70648E+00   3.41411E+05   5.46935E-22
   8.10000E-01   9.91167E+04   3.99955E-16   2.99002E+02   3.69406E+00  -2.52989E+05   5.35053E-22
   8.70000E-01   1.01500E+05   4.05488E-16   2.96206E+02   6.02361E+00   3.32062E+05   5.47575E-22
   9.30000E-01   9.93500E+04   4.00290E-16   3.01677E+02   3.29646E+00   9.68950E+04   5.30754E-22
   9.90000E-01   9.76250E+04   3.87893E-16   2.95362E+02   7.12675E+00   5.65112E+05   5.25313E-22
