   3.00000E-02   9.84333E+04   3.92919E-16   2.98294E+02   9.17086E+00  -5.24818E+05   5.26888E-22
   9.00000E-02   9.95167E+04   3.94460E-16   2.94759E+02   7.24409E+00  -6.85631E+05   5.35299E-22
   1.50000E-01   1.00617E+05   4.09054E-16   3.01254E+02   3.12682E+00   4.24488E+04   5.43135E-22
   2.10000E-01   9.98000E+04   4.20397E-16   3.12697E+02   6.46806E+00   4.78559E+05   5.37769E-22
   2.70000E-01   9.76500E+04   3.88724E-16   2.96211E+02   1.68734E+00   7.10297E+04   5.24928E-22
   3.30000E-01   9.88333E+04   3.98521E-16   3.00673E+02   6.27723E+00  -3.80400E+05   5.30171E-22
   3.90000E-01   1.01100E+05   4.10947E-16   3.01459E+02   3.11928E+00  -3.25004E+05   5.45278E-22
   4.50000E-01   1.00317E+05   4.05132E-16   3.01637E+02   9.76197E-01   2.83879E+04   5.37244E-22
   5.10000E-01   9.90667E+04   4.01296E-16   3.02346E+02   1.91825E+00  -2.72066E+05   5.30910E-22
   5.70000E-01   1.01750E+05   4.09780E-16   2.98398E+02   6.06956E+00   6.00425E+05   5.49307E-22
   6.30000E-01   1.03250E+05   4.09810E-16   2.93892E+02   7.16150E+00   2.36326E+05   5.57769E-22
   6.90000E-01   9.73833E+04   3.93586E-16   3.01572E+02   5.34518E+00  -5.27500E+05   5.22047E-22
   7.50000E-01   1.02683E+05   4.21762E-16   3.04593E+02   1.60245E+00   1.77739E+05   5.53869E-22
   8.10000E-01   1.02167E+05   4.17299E-16   3.03390E+02   5.06444E+00   2.06836E+04   5.50182E-22
   8.70000E-01   9.94333E+04   3.91292E-16   2.92626E+02   3.98198E+00  -3.68180E+05   5.34869E-22
   9.30000E-01   9.95667E+04   3.95443E-16   2.95237E+02   5.23709E+00   3.54520E+03   5.35763E-22
   9.90000E-01   9.76500E+04   3.96961E-16   3.01222E+02   3.65091E+00   5.48526E+05   5.27135E-22
