   3.00000E-02   9.34833E+04   3.73553E-16   2.98782E+02   9.87661E+00  -7.83220E+05   5.00101E-22
   9.00000E-02   9.84500E+04   3.96504E-16   3.00164E+02   4.26493E+00  -3.96689E+05   5.28382E-22
   1.50000E-01   1.01017E+05   4.08379E-16   2.99814E+02   2.28833E+00  -2.60637E+05   5.44844E-22
   2.10000E-01   9.85833E+04   3.98612E-16   3.00315E+02   3.49449E+00   1.44391E+05   5.30925E-22
   2.70000E-01   1.01733E+05   4.10564E-16   3.00555E+02   6.33202E+00   4.41357E+05   5.46407E-22
   3.30000E-01   9.91333E+04   4.01014E-16   3.00683E+02   4.74596E+00   3.72419E+05   5.33471E-22
   3.90000E-01   1.01700E+05   4.10296E-16   3.00171E+02   1.17054E+00   5.37257E+04   5.46750E-22
   4.50000E-01   9.89833E+04   3.98949E-16   2.99549E+02   1.27403E+01   1.26780E+06   5.32733E-22
   5.10000E-01   1.00833E+05   4.07551E-16   3.00090E+02   6.54609E+00  -2.10608E+05   5.43239E-22
   5.70000E-01   1.00800E+05   4.08129E-16   3.00134E+02   5.40525E+00  -5.18172E+05   5.43928E-22
   6.30000E-01   9.99833E+04   4.01857E-16   2.99338E+02   4.64079E+00   2.88800E+05   5.36994E-22
   6.90000E-01   1.02283E+05   4.11682E-16   3.00060E+02   4.48828E+00  -3.69082E+05   5.48800E-22
   7.50000E-01   1.02100E+05   4.13479E-16   3.01099E+02   4.58491E+00  -4.24157E+05   5.49292E-22
   8.10000E-01   1.00067E+05   4.04418E-16   3.00642E+02   5.94743E+00  -4.83170E+05   5.38072E-22
   8.70000E-01   1.01050E+05   4.05442E-16   2.99206E+02   4.01165E+00  -3.23911E+05   5.42025E-22
   9.30000E-01   1.02333E+05   4.12413E-16   2.99715E+02   1.44176E+00  -2.56771E+05   5.50406E-22
   9.90000E-01   9.62000E+04   3.84623E-16   2.99710E+02   2.42969E+01   2.12375E+06   5.13325E-22
