   3.00000E-02   9.83167E+04   3.87449E-16   2.92341E+02   7.91297E+00  -6.11340E+05   5.30133E-22
   9.00000E-02   1.00350E+05   4.06689E-16   3.01780E+02   3.22977E+00  -6.32853E+04   5.39053E-22
   1.50000E-01   9.93500E+04   3.97973E-16   2.98777E+02   4.95141E+00  -1.36842E+04   5.32802E-22
   2.10000E-01   9.96333E+04   4.02169E-16   3.00217E+02   6.78521E+00  -1.32125E+05   5.35838E-22
   2.70000E-01   9.93667E+04   4.10361E-16   3.09043E+02   1.67384E+00   1.59255E+05   5.31138E-22
   3.30000E-01   9.96500E+04   4.07313E-16   3.04911E+02   6.89799E+00  -7.86416E+05   5.34337E-22
   3.90000E-01   9.88167E+04   3.98463E-16   2.99436E+02   5.53770E+00   5.39131E+05   5.32284E-22
   4.50000E-01   1.00983E+05   4.09492E-16   3.01046E+02   7.73530E-01  -1.56768E+05   5.44092E-22
   5.10000E-01   9.86167E+04   3.95981E-16   2.98934E+02   7.49812E+00  -1.33265E+05   5.29857E-22
   5.70000E-01   1.02300E+05   4.14380E-16   2.98848E+02   9.01748E-01  -5.48743E+04   5.54636E-22
   6.30000E-01   1.02333E+05   4.09288E-16   2.96795E+02   3.57544E+00   3.96589E+05   5.51611E-22
   6.90000E-01   9.92000E+04   3.97598E-16   2.98594E+02   2.36470E+00  -1.50539E+05   5.32627E-22
   7.50000E-01   1.01917E+05   4.10883E-16   2.99068E+02   1.00104E+01  -8.84321E+05   5.49552E-22
   8.10000E-01   1.00467E+05   4.05230E-16   2.99769E+02   7.75466E+00   6.99109E+05   5.40722E-22
   8.70000E-01   1.01483E+05   4.12829E-16   3.02704E+02   5.00349E+00   3.84064E+05   5.45521E-22
   9.30000E-01   9.89333E+04   3.96616E-16   2.96991E+02   4.52661E+00  -5.54564E+05   5.34178E-22
   9.90000E-01   9.74250E+04   3.86574E-16   2.96147E+02   1.27735E+01   1.10391E+06   5.22138E-22
