100;0.5;0.0025;0.5;0.0025;0;0
1000;0.521;0.000249559;0.5;0.00025;0.042;0.001764
10000;0.4938;2.49962e-005;0.5;2.5e-005;0.0124;0.00015376
100000;0.50118;2.49999e-006;0.5;2.5e-006;0.00236;5.5696e-006
1000000;0.499857;2.5e-007;0.5;2.5e-007;0.000286;8.1796e-008
10000000;0.499901;2.5e-008;0.5;2.5e-008;0.000197;3.8809e-008
