100;0.92;0.000736;0.9;0.0009;0.0222222;0.182222
1000;0.905;8.5975e-005;0.9;9e-005;0.00555556;0.0447222
10000;0.904;8.6784e-006;0.9;9e-006;0.00444444;0.0357333
100000;0.90029;8.97679e-007;0.9;9e-007;0.000322222;0.00257871
1000000;0.900948;8.92407e-008;0.9;9e-008;0.00105333;0.00843665
10000000;0.900187;8.98506e-009;0.9;9e-009;0.000207444;0.00165994
